"Druck  Pressure  PN";"Rohr A.D.  Tube O.D.  D1";"Gewinde  Thread  G";"Ca. Maﬂe  Approx. Dimensions  L1";"Ca. Maﬂe  Approx. Dimensions  L2";"Ca. Maﬂe  Approx. Dimensions  i";"    SW1";"Ca. Maﬂe  Approx. Dimensions  SW3";"Art.-Nr.";"Brutto preis";"Serie";"ID"
"500 ";"6 ";"G 1/8'' ";"23,0 ";"8,5 ";"8 ";"14 ";"14 ";"GE-LR-06-G 1/8''-wd-SC ";"8,25 ";"L ";"3690 "
"500 ";"6 ";"G 1/4'' ";"27,0 ";"9,0 ";"12 ";"19 ";"14 ";"GE-LR-06-G 1/4''-wd-SC ";"12,49 ";"L ";"3691 "
"400 ";"6 ";"G 3/8'' ";"27,0 ";"11,5 ";"12 ";"22 ";"14 ";"GE-LR-06-G 3/8''-wd-SC ";"15,64 ";"L ";"3692 "
"400 ";"6 ";"G 1/2'' ";"29,0 ";"12,0 ";"14 ";"27 ";"14 ";"GE-LR-06-G 1/2''-wd-SC ";"17,78 ";"L ";"3693 "
"500 ";"8 ";"G 1/8'' ";"26,0 ";"9,5 ";"8 ";"14 ";"17 ";"GE-LR-08-G 1/8''-wd-SC ";"10 ";"L ";"3694 "
"500 ";"8 ";"G 1/4'' ";"25,0 ";"10,0 ";"12 ";"19 ";"17 ";"GE-LR-08-G 1/4''-wd-SC ";"9,95 ";"L ";"3695 "
"400 ";"8 ";"G 3/8'' ";"28,5 ";"11,5 ";"12 ";"22 ";"17 ";"GE-LR-08-G 3/8''-wd-SC ";"13,86 ";"L ";"3696 "
"400 ";"8 ";"G 1/2'' ";"28,5 ";"13,0 ";"14 ";"27 ";"17 ";"GE-LR-08-G 1/2''-wd-SC ";"16,88 ";"L ";"3697 "
"500 ";"10 ";"G 1/8'' ";"27,5 ";"11,0 ";"8 ";"17 ";"19 ";"GE-LR-10-G 1/8''-wd-SC ";"11,48 ";"L ";"3698 "
"500 ";"10 ";"G 1/4'' ";"26,0 ";"11,0 ";"12 ";"19 ";"19 ";"GE-LR-10-G 1/4''-wd-SC ";"10,87 ";"L ";"3699 "
